"Nickelback","After The Rain","58.0"
"Rejjie Snow","23","57.0"
"Roosevelt","Losing Touch","57.0"
"Mon Laferte","Funeral","57.0"
"Priscilla Alcantara","Solitude","57.0"
"MHD","Fuego","57.0"
"DJ Sammy","Heaven","57.0"
"Residente","Guerra","57.0"
"Popcaan","Silence","57.0"
"AC/DC","Hard Times","57.0"
"NCT 127","Come Back","57.0"
"MØ","Nostalgia","56.0"
"Nicky Jam","Estrella","56.0"
"Josylvio","Intro","56.0"
"Josylvio","Outro","56.0"
"Joyce Jonathan","On","56.0"
"Jain","Souldier","56.0"
"Rich Brian","Occupied","56.0"
"Zedd","Stay","56.0"
"Damso","Silence","56.0"
"DEAN","21","56.0"
"Sum 41","War","56.0"
"Daft Punk","Beyond","56.0"
"GOT7","Enough","56.0"
"Kaleo","Glass House","56.0"
"Avril Lavigne","Bad Girl","55.0"
"Kris Lawrence","On Bended Knee","55.0"
"Rich Brian","Flight","55.0"
"Booba","Centurion","55.0"
"Sia","Snowflake","55.0"
"LEA","Zwischen meinen Zeilen","55.0"
"Mark Forster","Liebe","55.0"
"The Killers","Rut","55.0"
"Arch Enemy","The World Is Yours","55.0"
"Three Days Grace","The Abyss","55.0"
"Arcade Fire","Signs of Life","55.0"
"Sticky Fingers","One by One","55.0"
"Kodaline","Angel","55.0"
"Jain","Dream","54.0"
"Jain","On My Way","54.0"
"DEAN","I Love It","54.0"
"Hamza","Vibes","54.0"
"R3HAB","Eyes Closed","54.0"
"Mark Forster","Comeback","54.0"
"Unspoken","The Cure","54.0"
"Ghost","Faith","54.0"
"Three Days Grace","Strange Days","54.0"
"Willow","Boy","54.0"
"Kodaline","Worth It","54.0"
"Lemaitre","Higher","54.0"
"ASTRO","Baby","54.0"
"SFDK","Lucifer","54.0"
"RÜFÜS DU SOL","All I've Got","54.0"
"Samantha Sang","Emotion","53.0"
"Thalía","Lento","53.0"
"NIKI","Around","53.0"
"Daniela Spalla","Insomnio","53.0"
"Datsik","Nasty","53.0"
"Donovan Woods","Another Way","53.0"
"Booba","Magnifique","53.0"
"Youssoupha","Polaroid experience","53.0"
"Sia","Sunshine","53.0"
"Petit Biscuit","Follow Me","53.0"
"Sebastian Ingrosso","Renegade","53.0"
"Felix Cartal","Faces","53.0"
"Black Atlass","Fantasy","53.0"
"Movements","Full Circle","53.0"
"Amaranthe","Inferno","53.0"
"Amaranthe","The Score","53.0"
"Arcade Fire","Peter Pan","53.0"
"Sticky Fingers","Angel","53.0"
"Hiatus Kaiyote","Fingerprints","53.0"
"RÜFÜS DU SOL","Another Life","53.0"
"RÜFÜS DU SOL","Solace","53.0"
"Boef","Salam","52.0"
"Avril Lavigne","17","52.0"
"Keith Urban","Horses","52.0"
"James Reid","On Top","52.0"
"Gavin James","Glow","52.0"
"Cro","tru","52.0"
"Roosevelt","Shadows","52.0"
"Jorge Drexler","Silencio","52.0"
"Excision","Home","52.0"
"Petit Biscuit","Gravitation","52.0"
"Petit Biscuit","Wake Up","52.0"
"First Aid Kit","Postcard","52.0"
"First Aid Kit","Ruins","52.0"
"SHINee","Good Evening","52.0"
"Amaranthe","Dream","52.0"
"Amaranthe","Countdown","52.0"
"Lights & Motion","Silver Lining","52.0"
"Arcade Fire","Chemistry","52.0"
"Wolfmother","Victorious","52.0"
"Kodaline","Born Again","52.0"
"Nickelback","Home","52.0"
"AC/DC","Dogs of War","52.0"
"Rasmus Seebach","2017","51.0"
"Kool Savas","Triumph","51.0"
"Jain","Star","51.0"
"Soprano","Miracle","51.0"
"Andrea Bocelli","Vertigo","51.0"
"O.S.T.R.","Alcatraz","51.0"
"Booba","Terrain","51.0"
"Lena","Wild & Free","51.0"
"Nach","Grande","51.0"
"Mark Forster","Killer","51.0"
"The Killers","The Calling","51.0"
"INFINITE","Tell Me","51.0"
"Villagers","Again","51.0"
"Lights & Motion","Everest","51.0"
"Angus & Julia Stone","Snow","51.0"
"Deadset Society","Automatic","51.0"
"ONE OK ROCK","Taking Off","51.0"
"Fritz Kalkbrenner","Ride","50.0"
"Mylène Farmer","Sentimentale","50.0"
"Gianna Nannini","Cinema","50.0"
"Juanes","Angel","50.0"
"Jain","Feel It","50.0"
"Andrea Bocelli","Vivo","50.0"
"Ghali","Marijuana","50.0"
"Leif Vollebekk","Elegy","50.0"
"Pablo Ziegler","Oblivion","50.0"
"Diana Krall","Nice Work If You Can Get It","50.0"
"Mono Inc.","Welcome to Hell","50.0"
"Ghost","Miasma","50.0"
"Nothing More","Don't Stop","50.0"
"Arkells","Relentless","50.0"
"Basement","Disconnect","50.0"
"Angus & Julia Stone","Cellar Door","50.0"
"AC/DC","Rock the House","50.0"
"Katchafire","100","50.0"
"Miss Li","Beautiful","49.0"
"Kaaris","Dozo","49.0"
"deadmau5","Sunlight","49.0"
"NIKI","Pools","49.0"
"IU","Full Stop","49.0"
"Charly García","Otro","49.0"
"Excision","Wake Up","49.0"
"Diana Krall","I Got Rhythm","49.0"
"Popcaan","Superstar","49.0"
"Popcaan","Call Me","49.0"
"anders","Changes","49.0"
"Kimbra","Top of the World","49.0"
"Denise Rosenthal","Luna","49.0"
"Parkway Drive","Prey","49.0"
"Milky Chance","Cocoon","49.0"
"Dash Berlin","Coming Home","49.0"
"First Aid Kit","Distant Star","49.0"
"Hiatus Kaiyote","Breathing Underwater","49.0"
"Basement","Slip Away","49.0"
"NONONO","Friends","49.0"
"Hardcore Superstar","You Can't Kill My Rock 'n Roll","49.0"
"ONE OK ROCK","Bombs Away","49.0"
"ONE OK ROCK","Listen","49.0"
"SEVENTEEN","Without You","49.0"
"Polaris","Lucid","48.0"
"Lomepal","Lucy","48.0"
"NIKI","Friends","48.0"
"Leif Vollebekk","Into the Ether","48.0"
"Lila Downs","Urge","48.0"
"Damian Marley","Here We Go","48.0"
"Bahamas","No Expectations","48.0"
"Steve Angello","Flashing Lights","48.0"
"Marina Kaye","Something","48.0"
"BoA","Irreversible","48.0"
"Seinabo Sey","I Love You","48.0"
"Zion.T","Untold Story","48.0"
"Leonard Cohen","Traveling Light","48.0"
"anders","Rain","48.0"
"Petit Biscuit","Presence","48.0"
"Petit Biscuit","On the Road","48.0"
"Sebastian Ingrosso","This Time","48.0"
"MIYAVI","Flashback","48.0"
"Red","Gone","48.0"
"Red","Unstoppable","48.0"
"Arch Enemy","The Race","48.0"
"Mother Mother","Get Up","48.0"
"Gojira","Pray","48.0"
"Parkway Drive","The Void","48.0"
"Wanna One","One Love","48.0"
"Of Monsters and Men","Human","48.0"
"Of Monsters and Men","Empire","48.0"
"Majid Jordan","Phases","48.0"
"Majid Jordan","You","48.0"
"Angus & Julia Stone","Oakwood","48.0"
"Theory of a Deadman","Echoes","48.0"
"SEVENTEEN","Flower","48.0"
"The Cranberries","The Glory","48.0"
"Juanes","Actitud","47.0"
"ARTY","Up All Night","47.0"
"Left Boy","17","47.0"
"Robin Schulz","Fools","47.0"
"Robin Schulz","Above the Clouds","47.0"
"Bryan Adams","Here I Am","47.0"
"Fakear","Something Wonderful","47.0"
"Marina Kaye","On My Own","47.0"
"Seinabo Sey","Breathe","47.0"
"Xoel López","Lodo","47.0"
"Hamza","Godzilla","47.0"
"R3HAB","Whiplash","47.0"
"Petit Biscuit","Oceans","47.0"
"Nitro","Last Man Standing","47.0"
"Matt Corby","Elements","47.0"
"Ghost","Ashes","47.0"
"Transit","The Only One","47.0"
"Red Velvet","Kingdom Come","47.0"
"Wanna One","Deeper","47.0"
"Basement","Be Here Now","47.0"
"Of Monsters and Men","Thousand Eyes","47.0"
"Of Monsters and Men","Hunger","47.0"
"DVBBS","Parallel Lines","47.0"
"Westlife","Safe","47.0"
"Keith Urban","Gemini","46.0"
"Polaris","Consume","46.0"
"Lisa Hannigan","Fall","46.0"
"Natalia Lafourcade","Eclipse","46.0"
"Mocky","The Come Up","46.0"
"Rejjie Snow","Pink Lemonade","46.0"
"Gideon","Cursed","46.0"
"El Kanka","Andalucía","46.0"
"Afrojack","Another Level","46.0"
"Møme","Mirage","46.0"
"Seinabo Sey","Remember","46.0"
"C. Tangana","Sangre","46.0"
"anders","Take It Back","46.0"
"Medina","Grim","46.0"
"Naza","Happy Birthday","46.0"
"Sponge Cola","Coda","46.0"
"Agapornis","Hoy","46.0"
"New Politics","One of Us","46.0"
"Of Monsters and Men","Black Water","46.0"
"Horrorshow","Astray","46.0"
"Galantis","Hello","46.0"
"WhoMadeWho","Dynasty","46.0"
"Cultura Profética","Despertar","46.0"
"The Beaches","T-Shirt","46.0"
"The Rasmus","Paradise","46.0"
"Breakbot","Get Lost","45.0"
"Benny Andersson","Chess","45.0"
"Alex Anwandter","Axis Mundi","45.0"
"Paul Kalkbrenner","Part Two","45.0"
"Tedua","Dune","45.0"
"Niro","Mens Rea","45.0"
"Naâman","I'm Alright","45.0"
"Dani Martín","Paloma","45.0"
"Ilse DeLange","Heartbeat","45.0"
"Neneh Cherry","Kong","45.0"
"Bahamas","Alone","45.0"
"Steve Angello","Rejoice","45.0"
"Seinabo Sey","Truth","45.0"
"Ronnie Flex","100","45.0"
"Kery James","Blues","45.0"
"Kimbra","Human","45.0"
"Benjamin Ingrosso","Love Songs","45.0"
"Benjamin Ingrosso","Good Intentions","45.0"
"Mother Mother","Only Love","45.0"
"Villagers","Fool","45.0"
"Thy Art Is Murder","Slaves Beyond Death","45.0"
"Savage Garden","Affirmation","45.0"
"MAN WITH A MISSION","My Hero","45.0"
"Arkells","Saturday Night","45.0"
"Basement","Stigmata","45.0"
"Cut Copy","Black Rainbows","45.0"
"WhoMadeWho","Neighbourhood","45.0"
"In Flames","The End","45.0"
"Bag Raiders","Sunlight","45.0"
"Bob Moses","Eye for an Eye","45.0"
"Rosemary & Garlic","I'm Here","45.0"
"Jape","Floating","44.0"
"Preme","Coastline","44.0"
"Anahí","Amnesia","44.0"
"Tedua","Jungle","44.0"
"Adam Beyer","Capsule","44.0"
"Roméo Elvis","Agora","44.0"
"Ruth B.","Young","44.0"
"Gideon","Champions","44.0"
"Sara Diamond","Know My Name","44.0"
"Kery James","Gang","44.0"
"Benjamin Ingrosso","No Sleep","44.0"
"HISTORY","Queen","44.0"
"Little Big","Real People","44.0"
"Sum 41","A Murder of Crows","44.0"
"Five Man Electrical Band","Signs","44.0"
"Beast","Ribbon","44.0"
"Dash Berlin","Heaven","44.0"
"Enjambre","Celeste","44.0"
"Chromeo","Juice","44.0"
"Chromeo","One Track Mind","44.0"
"Smash Into Pieces","Breaking Out","44.0"
"BLOW","Power","44.0"
"Willow","Lonely Road","44.0"
"Basement","Ultraviolet","44.0"
"Hedley","Love Again","44.0"
"Redimi2","Más","43.0"
"Emma Louise","Wish You Well","43.0"
"Left Boy","Chemistry","43.0"
"Pietro Lombardi","Call My Name","43.0"
"Gesaffelstein","Obsession","43.0"
"Charly García","Primavera","43.0"
"Yuna","All I Do","43.0"
"Damian Marley","Time Travel","43.0"
"Nimo","Hype","43.0"
"Roosevelt","Illusions","43.0"
"Møme","Hold On","43.0"
"Merkules","Language","43.0"
"Nils Frahm","#2","43.0"
"Kery James","Amal","43.0"
"Fally Ipupa","Control","43.0"
"Paul van Dyk","While You Were Gone","43.0"
"Elias","Focus","43.0"
"Apink","FIVE","43.0"
"Urban Cone","Sugar","43.0"
"Basement","Keepsake","43.0"
"Kakkmaddafakka","Neighbourhood","43.0"
"Cloud Control","Panopticon","43.0"
"Westlife","The Reason","43.0"
"All The Luck In The World","Landmarks","43.0"
"Empire of the Sun","Friends","43.0"
"The Dead Daisies","Resurrected","43.0"
"Theory of a Deadman","Loner","43.0"
"Theory of a Deadman","Time Machine","43.0"
"Scarlet Pleasure","Heat","43.0"
"Preme","Still Here","42.0"
"Giorgia","I Will Always Love You","42.0"
"Polaris","Relapse","42.0"
"Andrés Suárez","Estrellas","42.0"
"Gal Costa","Sublime","42.0"
"DJ Koze","Bonfire","42.0"
"Kool Savas","Surrender","42.0"
"Mario","Mirror","42.0"
"Michael Lington","Break the Ice","42.0"
"Alex Christensen","Sandstorm","42.0"
"Zedd","Get Low","42.0"
"Reekado Banks","Problem","42.0"
"Rone","Wave","42.0"
"Rejjie Snow","Hello","42.0"
"Tim Minchin","One Day","42.0"
"Roosevelt","Pangea","42.0"
"LAY","香水","42.0"
"Merkules","On My Own","42.0"
"Kylie Minogue","Live a Little","42.0"
"Adje","Toxic","42.0"
"Excision","Fall","42.0"
"Excision","Tonight","42.0"
"anders","Why","42.0"
"Kimbra","Everybody Knows","42.0"
"Malukah","Age of Oppression","42.0"
"Black Atlass","Something Real","42.0"
"Black Atlass","Shadows","42.0"
"Emrah Karaduman","Brave","42.0"
"Gojira","Liberation","42.0"
"Volbeat","The Bliss","42.0"
"Sum 41","There Will Be Blood","42.0"
"The Rural Alberta Advantage","Brother","42.0"
"Weval","The Battle","42.0"
"Milky Chance","Blossom","42.0"
"Austra","Utopia","42.0"
"Dash Berlin","With You","42.0"
"Red Velvet","Perfect 10","42.0"
"A.C.E","Black and Blue","42.0"
"Scorpions","Eye of the Storm","42.0"
"Scorpions","House of Cards","42.0"
"SHINee","Chemistry","42.0"
"División Minúscula","Voces","42.0"
"Simple Plan","When I'm With You","42.0"
"Smash Into Pieces","Lullaby","42.0"
"Smash Into Pieces","Paradise","42.0"
"EXO-CBX","Cry","42.0"
"Willow","A Reason","42.0"
"Basement","Changing Lanes","42.0"
"The Beaches","Money","42.0"
"DJ Koze","Illumination","41.0"
"Pete Murray","Connected","41.0"
"Gavin James","Faces","41.0"
"Gavin James","Start Again","41.0"
"Left Boy","Rose Garden","41.0"
"Naâman","Simplicity","41.0"
"Roméo Elvis","Interlude","41.0"
"Vina Panduwinata","Cinta","41.0"
"Hayce Lemsi","Eurêka","41.0"
"Rejjie Snow","Rainbows","41.0"
"Roosevelt","Better Days","41.0"
"Aaradhna","Forever Love","41.0"
"BoA","No Limit","41.0"
"BoA","Good Love","41.0"
"Merkules","Always","41.0"
"Boogie Belgique","Volta","41.0"
"Shania Twain","I'm Alright","41.0"
"Excision","Power","41.0"
"Lenka","Heal","41.0"
"Nils Frahm","Momentum","41.0"
"DAOKO","BANG!","41.0"
"Chapelier Fou","Oracle","41.0"
"Erik Hassle","No Words","41.0"
"Story Untold","Invisible","41.0"
"Unspoken","Higher","41.0"
"Make Them Suffer","Save Yourself","41.0"
"Weval","Intro","41.0"
"Parkway Drive","In Blood","41.0"
"Ukendt Kunstner","Soma","41.0"
"The Veronicas","Untouched","41.0"
"VOLA","Ghosts","41.0"
"Our Lady Peace","Head Down","41.0"
"The Movement","Rescue","41.0"
"Zero","Head First","41.0"
"Zero","Nothing to Say","41.0"
"EXID","Cream","41.0"
"Bliss n Eso","Great Escape","41.0"
"Bliss n Eso","Blue","41.0"
"SAFIA","Bye Bye","41.0"
"Digitalism","Utopia","41.0"
"SHINee","Electric","41.0"
"Crossfaith","Freedom","41.0"
"Any Given Day","Endurance","41.0"
"NONONO","Wasted","41.0"
"Les Cowboys Fringants","Octobre","41.0"
"In Flames","The Truth","41.0"
"Westlife","Closer","41.0"
"Camp Cope","The Opener","41.0"
"ChocQuibTown","Contigo","41.0"
"Amanaz","Sunday Morning","41.0"
"Europe","Walk The Earth","41.0"
"Crystal Castles","Chloroform","41.0"
"Crystal Castles","Concrete","41.0"
"Ardian Bujupi","Arigato","40.0"
"IAMX","Stardust","40.0"
"ToteKing","Puzzle","40.0"
"Siriusmo","Comic","40.0"
"Leif Vollebekk","Big Sky Country","40.0"
"Damian Marley","Intro","40.0"
"Robin Schulz","Higher Ground","40.0"
"Bryan Adams","Heaven","40.0"
"Gideon","Freedom","40.0"
"Oscar Zia","Nice","40.0"
"Afrojack","2012","40.0"
"Møme","Delta","40.0"
"Kylie Minogue","Love","40.0"
"Susanne Sundfør","Reincarnation","40.0"
"Adje","Juice","40.0"
"Biga Ranx","Homegrown","40.0"
"Gentleman","Imperfection","40.0"
"Imelda May","Call Me","40.0"
"Robyn","Honey","40.0"
"Kay One","Intro","40.0"
"Lord Esperanza","Internet","40.0"
"Mark Eliyahu","Drops","40.0"
"Kopek","Revolution","40.0"
"Volbeat","Let It Burn","40.0"
"Wise Guys","Radio","40.0"
"Caliban","Intoxicated","40.0"
"55 Escape","Forever","40.0"
"Perfume","Let Me Know","40.0"
"SUPER JUNIOR-D&E","SUNRISE","40.0"
"Tokio Hotel","What If","40.0"
"Majid Jordan","Intro","40.0"
"coldrain","R.I.P.","40.0"
"Shapeshifter","Stars","40.0"
"Westlife","Chances","40.0"
"The Rasmus","Empire","40.0"
"The Rasmus","Nothing","40.0"
"Giorgia","I Feel Love","39.0"
"Namika","DNA","39.0"
"Ardian Bujupi","VIP","39.0"
"Emma Louise","Falling Apart","39.0"
"Kaaris","Mood","39.0"
"Pete Murray","Give Me Your Love","39.0"
"Avicii","Broken Arrows","39.0"
"James Reid","Dangerous","39.0"
"James Reid","Forever","39.0"
"Gavin James","Strangers","39.0"
"Lefa","Motel","39.0"
"Lefa","Sombre","39.0"
"Myrkur","Mareridt","39.0"
"Lais","Consequence","39.0"
"Rone","Origami","39.0"
"Feduk","More Love","39.0"
"Ilse DeLange","OK","39.0"
"Loscil","Anthropocene","39.0"
"Yuna","Lanes","39.0"
"Tommy Cash","Leave Me Alone","39.0"
"Afrojack","Step Back","39.0"
"Flavia Coelho","Paraiso","39.0"
"DAOKO","Juicy","39.0"
"Hindi Zahra","Silence","39.0"
"Sóley","Wasted","39.0"
"Gilberto Gil","Sereno","39.0"
"The Birthday Massacre","One","39.0"
"Ganja White Night","The Origins","39.0"
"Ukendt Kunstner","Baby","39.0"
"VOLA","Still","39.0"
"The Movement","Smoke","39.0"
"SHINee","Drive","39.0"
"SHINee","Retro","39.0"
"División Minúscula","Señales","39.0"
"Flight of the Conchords","I Told You I Was Freaky","39.0"
"The Avalanches","Colours","39.0"
"Lights & Motion","Anomaly","39.0"
"Brigitte","Paris","39.0"
"Monolord","Rust","39.0"
"Atlas Genius","Molecules","39.0"
"Cut Copy","Airborne","39.0"
"X JAPAN","Forever Love","39.0"
"Natalino","Contigo","39.0"
"Hardcore Superstar","The Others","39.0"
"Tegan and Sara","That Girl","39.0"
"Mando Diao","Good Times","39.0"
"Truckfighters","Calm Before the Storm","39.0"
"Bleeker","Free","39.0"
"Empire of the Sun","Before","39.0"
"Kate Boy","Northern Lights","39.0"
"Odisseo","Pacto","39.0"
"Raised Fist","Flow","39.0"
"Dario Marianelli","Prelude","38.0"
"Lorenzo Fragola","Amsterdam","38.0"
"The Algorithm","Cluster","38.0"
"Pete Murray","Home","38.0"
"Niro","Garage","38.0"
"Connan Mockasin","Last Night","38.0"
"Lefa","Santé","38.0"
"Joe Flizzow","Havoc","38.0"
"Marco Polo","You & I","38.0"
"Ilse DeLange","Runaway","38.0"
"Loscil","Red Tide","38.0"
"Robin Schulz","Intro","38.0"
"Fakear","One Chance","38.0"
"Boogie Belgique","Go Slow","38.0"
"Adje","9","38.0"
"Adje","Motion","38.0"
"Andy Shauf","The Magician","38.0"
"Eric Prydz","Collider","38.0"
"Django Reinhardt","September Song","38.0"
"Imelda May","Black Tears","38.0"
"Hardwell","Symphony","38.0"
"Kimbra","Lightyears","38.0"
"Anki","Down The Line","38.0"
"Hindi Zahra","The Blues","38.0"
"Daniel Norgren","Your Love","38.0"
"Robyn","Human Being","38.0"
"Black Atlass","Feel","38.0"
"Protoje","A Matter of Time","38.0"
"Andy Rivera","Tsunami","38.0"
"Bernhoft","Humanoid","38.0"
"Red","Fracture","38.0"
"Story Untold","Delete","38.0"
"Unspoken","Miracle","38.0"
"We The Lion","Gone","38.0"
"Sofa Surfers","Rising","38.0"
"The Birthday Massacre","Hex","38.0"
"VOLA","Vertigo","38.0"
"Caliban","This Is War","38.0"
"Twin Peaks","Under the Pines","38.0"
"Dash Berlin","Gold","38.0"
"Deez Nuts","Purgatory","38.0"
"Yukon Blonde","Cry","38.0"
"Aterciopelados","Play","38.0"
"Dead Letter Circus","Change","38.0"
"Wolfmother","City Lights","38.0"
"VIXX","Reincarnation","38.0"
"Empire of the Sun","Ride","38.0"
"Saint Asonia","Better Place","38.0"
"Bag Raiders","Snake Charmer","38.0"
"Lebanon Hanover","Alien","38.0"
"Boyzone","Love","38.0"
"Boyzone","Because","38.0"
"The Rasmus","Crystalline","38.0"
"Abstract","Love","38.0"
"Broken Social Scene","Protest Song","38.0"
"Mads Langer","Tunnel Vision","37.0"
"Fritz Kalkbrenner","Enter","37.0"
"Ardian Bujupi","Siesta","37.0"
"Rossa","Firefly","37.0"
"Henrik Schwarz","Counter Culture","37.0"
"Pete Murray","Heartbeats","37.0"
"Ola Gjeilo","Home","37.0"
"Veronica Maggio","Ayahuasca","37.0"
"Ludovico Einaudi","Night","37.0"
"Myrkur","Crown","37.0"
"Luke Howard","Solstice","37.0"
"Charlie Lim","Circles","37.0"
"Coleman Hell","Devotion","37.0"
"Ria Mae","Red Light","37.0"
"Steve Angello","Grace","37.0"
"Steve Angello","Glory","37.0"
"Virtual Riot","Lunar","37.0"
"Fatoumata Diawara","Kokoro","37.0"
"Paul White","Returning","37.0"
"Andreas Moe","Ocean","37.0"
"Crush","A Little Bit","37.0"
"Jackie Shane","Any Other Way","37.0"
"Alannah Myles","Black Velvet","37.0"
"Malukah","Awake","37.0"
"Do","Storm","37.0"
"Volbeat","Rebound","37.0"
"ROAM","Alive","37.0"
"Negrita","No Problem","37.0"
"Mono Inc.","Risk It All","37.0"
"Weval","Days","37.0"
"Ganja White Night","No Escape","37.0"
"Milky Chance","Ego","37.0"
"Metric","Risk","37.0"
"SAFIA","Over You","37.0"
"The Avalanches","Going Home","37.0"
"Long Distance Calling","Out There","37.0"
"Long Distance Calling","Ascending","37.0"
"Atlas Genius","Where I Belong","37.0"
"Gondwana","Carpe Diem","37.0"
"Any Given Day","Levels","37.0"
"Pond","The Weather","37.0"
"NONONO","Masterpiece","37.0"
"Hardcore Superstar","Bring the House Down","37.0"
"In Flames","Battles","37.0"
"Mando Diao","All the Things","37.0"
"La Femme","Sphynx","37.0"
"BADBADNOTGOOD","Disco Dancer","37.0"
"SUPER JUNIOR","Runaway","37.0"
"All Tvvins","Thank You","37.0"
"Broken Social Scene","Skyline","37.0"
"Cosculluela","Intro","36.0"
"LiSA","Träumerei","36.0"
"Tamia","Lost in You","36.0"
"Kavinsky","Blizzard","36.0"
"The Algorithm","Fragmentation","36.0"
"ARTY","Stronger","36.0"
"Camélia Jordana","Freestyle","36.0"
"Chlara","Stay With Me","36.0"
"Yuna","Too Close","36.0"
"Coleman Hell","Summerland","36.0"
"JR","Hacerte Mia","36.0"
"Tim Minchin","Stuck","36.0"
"Jesse Royal","Real Love","36.0"
"Afrojack","Time","36.0"
"Fakear","Consciousness","36.0"
"Florian Christl","Fly","36.0"
"Rashid","Musashi","36.0"
"Omar LinX","The Wild","36.0"
"Felix Cartal","Drifting Away","36.0"
"Maduk","Never Give Up","36.0"
"Robyn","Between The Lines","36.0"
"k.d. lang","Save Me","36.0"
"Dirk Maassen","Gravity","36.0"
"Dirk Maassen","Eclipse","36.0"
"Bernhoft","California","36.0"
"We The Lion","Go Go Go","36.0"
"Make Them Suffer","Fireworks","36.0"
"Johnossi","Hands","36.0"
"Elias","Hope","36.0"
"Kvelertak","1985","36.0"
"The Birthday Massacre","Games","36.0"
"Moonchild","Run Away","36.0"
"Moonchild","6am","36.0"
"Kid Wise","Bones","36.0"
"Digitalism","Battlecry","36.0"
"Guasones","Leila","36.0"
"The Living End","Otherside","36.0"
"EXO-CBX","Gentleman","36.0"
"AD","She","36.0"
"The King Khan & BBQ Show","Alone Again","36.0"
