"The Barr Brothers","Maybe Someday","36.0"
"Hooverphonic","Romantic","36.0"
"Equilibrium","Prey","36.0"
"GusGus","Fireworks","36.0"
"Hedley","Obsession","36.0"
"Hedley","17","36.0"
"Hedley","All Night","36.0"
"The Beaches","Gold","36.0"
"Millencolin","Chameleon","36.0"
"Abstract","Inside Out","36.0"
"Abstract","Beautiful","36.0"
"Fog Lake","California","35.0"
"Miss Li","Aqualung","35.0"
"Miss Li","Dangerous","35.0"
"Ngaiire","Once","35.0"
"Alberto Plaza","Las Cuatro Estaciones","35.0"
"Dotan","Home","35.0"
"Natti Natasha","New Day","35.0"
"Vincent Peirani","Night Walker","35.0"
"Onra","Love Triangle","35.0"
"KEY","Boss","35.0"
"Ludovico Einaudi","Elements","35.0"
"Camélia Jordana","Empire","35.0"
"Myrkur","Funeral","35.0"
"Pietro Lombardi","Down","35.0"
"Richie Hawtin","No Way Back","35.0"
"Rone","Faster","35.0"
"Ilse DeLange","Still","35.0"
"Gesaffelstein","Nameless","35.0"
"Gesaffelstein","Aleph","35.0"
"Datsik","Gravity","35.0"
"Sarah McLachlan","Let It Snow","35.0"
"Drapht","Monsoon","35.0"
"C418","Excursions","35.0"
"Xoel López","Jaguar","35.0"
"Gentleman","In My Arms","35.0"
"Stellardrone","Eternity","35.0"
"Stellardrone","Red Giant","35.0"
"Waldeck","Illusions","35.0"
"Woodie Gochild","Muse","35.0"
"Zoë Keating","Optimist","35.0"
"Felix Cartal","Hold Tight","35.0"
"Étienne de Crécy","Fly Away","35.0"
"Zardonic","Revelation","35.0"
"Johnny Hooker","Intro","35.0"
"Red","Singularity","35.0"
"Royal Republic","My Way","35.0"
"Modern Day Babylon","Coma","35.0"
"Pogo","She","35.0"
"Beast","Butterfly","35.0"
"The Whitest Boy Alive","Intentions","35.0"
"ZSK","Hallo Hoffnung","35.0"
"Green Valley","El Viaje","35.0"
"Primal Fear","The Ritual","35.0"
"Scorpions","All for One","35.0"
"The Warning","Survive","35.0"
"Club des Belugas","Fire","35.0"
"Dead Letter Circus","Running Out of Time","35.0"
"f(x)","Déjà Vu","35.0"
"múm","Toothwheels","35.0"
"X JAPAN","Tears","35.0"
"Krokus","Wild Thing","35.0"
"In Flames","Through My Eyes","35.0"
"VIXX","Sugar","35.0"
"Bag Raiders","Golden Wings","35.0"
"Bag Raiders","Gone Away","35.0"
"Amanaz","Africa","35.0"
"Obscura","Diluvium","35.0"
"Emilíana Torrini","Caterpillar","34.0"
"Stephen Marley","Walking Away","34.0"
"Azad","Good","34.0"
"Tamia","Deeper","34.0"
"Colleen","November","34.0"
"Kavinsky","Nightcall","34.0"
"Shad","Magic","34.0"
"Pete Murray","Only One","34.0"
"Agnes Obel","The End","34.0"
"ARTY","Young Again","34.0"
"ToteKing","No Love","34.0"
"Basia Bulat","Fool","34.0"
"Ben","Blank","34.0"
"Apache","Basta","34.0"
"KEY","Move","34.0"
"Ludovico Einaudi","Drop","34.0"
"Camélia Jordana","Ena","34.0"
"Konoba","Smoke & Mirrors","34.0"
"Rone","Switches","34.0"
"Loscil","Deceiver","34.0"
"Lila Downs","Peligrosa","34.0"
"Sungha Jung","Kiss","34.0"
"Cyrus","High","34.0"
"Christopher","Free Fall","34.0"
"Gideon","The Game","34.0"
"Gideon","Machines","34.0"
"Filippa Giordano","On My Own","34.0"
"Tommy Cash","Baba Yaga","34.0"
"Petite Noir","Down","34.0"
"Fakear","Tonight","34.0"
"Sarah McLachlan","Winter Wonderland","34.0"
"Lisa Ekdahl","In Dreams","34.0"
"Florian Christl","Moments","34.0"
"Xoel López","Cometa","34.0"
"Stéphane Grappelli","I Got Rhythm","34.0"
"Imelda May","Sixth Sense","34.0"
"Hardwell","Alive","34.0"
"Joachim Pastor","Nocturne","34.0"
"Nolwenn Leroy","Hollywood","34.0"
"Nolwenn Leroy","Virages","34.0"
"Maduk","The End","34.0"
"Dirk Maassen","Avalanche","34.0"
"Mono Inc.","Flies","34.0"
"The Birthday Massacre","Without You","34.0"
"Ganja White Night","Unique","34.0"
"Pogo","Flux","34.0"
"Metric","Holding Out","34.0"
"Zero","True","34.0"
"The Corrs","Chasing Shadows","34.0"
"EXID","Only One","34.0"
"EXID","No Way","34.0"
"Dash Berlin","Yesterday Is Gone","34.0"
"Primal Fear","Supernova","34.0"
"Peace","Power","34.0"
"The Haunted","Spark","34.0"
"SUPER JUNIOR-D&E","Take It Slow","34.0"
"MAN WITH A MISSION","Take Me Under","34.0"
"Highlight","Danger","34.0"
"Non Servium","Desperté","34.0"
"The Ugly Kings","Black Widow","34.0"
"Horrorshow","Wasteland","34.0"
"Nação Zumbi","Amor","34.0"
"WhoMadeWho","Crystal","34.0"
"The Loved Ones","The Bridge","34.0"
"Raging Fyah","Everlasting","34.0"
"Ulver","Angelus Novus","34.0"
"Ulver","1969","34.0"
"Moon King","Come Around","34.0"
"Bell Witch","Mirror Reaper","34.0"
"Kate Boy","Midnight Sun","34.0"
"I.O.I","Crush","34.0"
"10cm","Everything","34.0"
"Amanaz","Easy Street","34.0"
"Rosemary & Garlic","Birds","34.0"
"Scarlet Pleasure","Sometimes","34.0"
"Mads Langer","Afterglow","33.0"
"Azad","Son of Sam","33.0"
"Lorenzo Fragola","Echo","33.0"
"Måns Zelmerlöw","Renegades","33.0"
"Chayanne","Boom Boom","33.0"
"Blank Banshee","My Machine","33.0"
"Agnes Obel","Party Girl","33.0"
"Omega","Mr. Saxobeat","33.0"
"Emma Bale","Run","33.0"
"Rob Dougan","Furious Angels","33.0"
"Mia Martina","Beast","33.0"
"Julieta Venegas","Porvenir","33.0"
"KEY","Famous","33.0"
"Camélia Jordana","Animal","33.0"
"Miriam Bryant","Everything","33.0"
"Miriam Bryant","Words","33.0"
"Glen Hansard","Movin' On","33.0"
"Jóhann Jóhannsson","Red","33.0"
"Yuna","Your Love","33.0"
"Eliot Sumner","After Dark","33.0"
"Vanessa Mai","Love Song","33.0"
"Fakear","Prelude","33.0"
"Sarah McLachlan","Silver Bells","33.0"
"C418","Beton","33.0"
"Carlos Cuevas","Irresistible","33.0"
"Eric Prydz","Eclipse","33.0"
"Crush","Hey Baby","33.0"
"Alejandro Lerner","Hope","33.0"
"Rick Springfield","Human Touch","33.0"
"Alanis Morissette","Intro","33.0"
"Zoë Keating","The Path","33.0"
"Dillon","Killing Time","33.0"
"Hindi Zahra","La Luna","33.0"
"Patrick Watson","Helicopter","33.0"
"Jesper Munk","Icebreaker","33.0"
"Marek Hemmann","Venice","33.0"
"Marek Hemmann","Ginger","33.0"
"Louane","No","33.0"
"We The Lion","Fading","33.0"
"La Beriso","Sueños","33.0"
"Johnossi","Freeman","33.0"
"Little May","Oh My My","33.0"
"Mono Inc.","Unconditionally","33.0"
"Weval","Madness","33.0"
"The Birthday Massacre","No Tomorrow","33.0"
"The Birthday Massacre","Unkind","33.0"
"Decapitated","Never","33.0"
"Moonchild","Hideaway","33.0"
"The Presets","Brains","33.0"
"Vijay & Sofia Zlatko","Hello","33.0"
"Brown Eyed Girls","Brave New World","33.0"
"Eventide","Still Waters","33.0"
"Deez Nuts","Discord","33.0"
"Kruder & Dorfmeister","Spellbound","33.0"
"The Avalanches","Wildflower","33.0"
"The Living End","Amsterdam","33.0"
"Sweatshop Union","Infinite","33.0"
"New Politics","Lifted","33.0"
"Lucybell","Por Amor","33.0"
"f(x)","X","33.0"
"f(x)","Glitter","33.0"
"Tokio Hotel","Something New","33.0"
"Majical Cloudz","Downtown","33.0"
"Lemaitre","Continuum","33.0"
"Chill Bump","Chemistry","33.0"
"Hollerado","Born Yesterday","33.0"
"Operators","Cold Light","33.0"
"Mocedades","Charango","33.0"
"Hooverphonic","Sleepless","33.0"
"Equilibrium","Heimat","33.0"
"Ulver","Coming Home","33.0"
"The Dead Daisies","Dead and Gone","33.0"
"Hällas","Repentance","33.0"
"The Beaches","Moment","33.0"
"Katchafire","Walk With Me","33.0"
"Katchafire","Wasted","33.0"
"Raised Fist","Chaos","33.0"
"Raised Fist","In Circles","33.0"
"Abstract","Floating","33.0"
"Propagandhi","Nigredo","33.0"
"Scarlet Pleasure","Moments","33.0"
"Orphaned Land","The Cave","33.0"
"Grimes","California","32.0"
"Isyana Sarasvati","Echo","32.0"
"Fritz Kalkbrenner","Bleed","32.0"
"Fritz Kalkbrenner","Drown","32.0"
"Miguel Poveda","Alba","32.0"
"Stephen Marley","Babylon","32.0"
"Fabrizio Paterlini","Snow","32.0"
"Fefe Dobson","Ghost","32.0"
"Cartola","Alvorada","32.0"
"Kavinsky","Suburbia","32.0"
"Cassper Nyovest","Destiny","32.0"
"Joyride","6am","32.0"
"Ralph","Gimme","32.0"
"Ralph","Weather","32.0"
"Ky-Mani Marley","Questions","32.0"
"Vincent Peirani","Bang Bang","32.0"
"Nacho","Romance","32.0"
"Rachid Taha","Now or Never","32.0"
"Rone","Spank","32.0"
"Charlie Lim","Welcome Home","32.0"
"Jónsi","Tornado","32.0"
"Eliot Sumner","Information","32.0"
"Reykon","Nada","32.0"
"Christopher","Tulips","32.0"
"Møme","Routine","32.0"
"Flavia Coelho","Pura Vida","32.0"
"Sarah McLachlan","White Christmas","32.0"
"Donovan Woods","Easy Street","32.0"
"Boogie Belgique","Enigma","32.0"
"C418","Cold Summer","32.0"
"Florian Christl","Close Your Eyes","32.0"
"Xoel López","Insomnio","32.0"
"Fagner","Reino","32.0"
"Guy Sebastian","Sober","32.0"
"Waldeck","Quicksand","32.0"
"Samo","Eterno","32.0"
"Viktor Lazlo","Promised Land","32.0"
"Anki","Above","32.0"
"El Chombo","Celebrando","32.0"
"Nana Mouskouri","Hallelujah","32.0"
"Juan Diego Flórez","Bésame mucho","32.0"
"Dirk Maassen","Liberty","32.0"
"Dirk Maassen","Helios","32.0"
"Bernhoft","Beliefs","32.0"
"Dada Life","We Want Your Soul","32.0"
"Story Untold","California","32.0"
"Johnossi","Blood","32.0"
"Monster Truck","Evolution","32.0"
"The Dreadnoughts","Foreign Skies","32.0"
"Little May","Home","32.0"
"Decapitated","Impulse","32.0"
"Caliban","Set Me Free","32.0"
"Woodlock","The Garden","32.0"
"Do Make Say Think","Bound","32.0"
"Twin Peaks","With You","32.0"
"Primal Fear","Apocalypse","32.0"
"Eclipse","Vertigo","32.0"
"Stars","Real Thing","32.0"
"Alfred Hall","Pearl Diver","32.0"
"White Lung","Below","32.0"
"Modeselektor","Smoke Signals","32.0"
"Young Empires","The Gates","32.0"
"Peace","Angel","32.0"
"Deez Nuts","Antidote","32.0"
"Quartier Latin","Ultimatum","32.0"
"Caravan Palace","Wonderland","32.0"
"SUPER JUNIOR-D&E","Circus","32.0"
"SUPER JUNIOR-D&E","Here We Are","32.0"
"Crossfaith","Destroy","32.0"
"Dead Letter Circus","Home","32.0"
"Urban Cone","Blue","32.0"
"Kakkmaddafakka","Save Yourself","32.0"
"Kakkmaddafakka","Boy","32.0"
"The Sheepdogs","Nobody","32.0"
"Shapeshifter","Eternal","32.0"
"Detonautas Roque Clube","Brother","32.0"
"Cloud 9+","When We Were Young","32.0"
"Mando Diao","Money","32.0"
"NCT","Toy Soldiers","32.0"
"DVBBS","Good Time","32.0"
"TV-2","Don't Get Me Started","32.0"
"Camp Cope","Anna","32.0"
"Camp Cope","The Omen","32.0"
"Hedley","Tidal Wave","32.0"
"Sodom","Caligula","32.0"
"The Dead Daisies","Rise Up","32.0"
"King Gizzard & The Lizard Wizard","Superposition","32.0"
"Deadset Society","Outside Looking In","32.0"
"Cannons","Miracle","32.0"
"The Vines","Leave Me Alone","32.0"
"Breakbot","Wet Dream","31.0"
"Natalia Jiménez","Inolvidable","31.0"
"Hailu Mergia","Lala Belu","31.0"
"Seyi Shay","Right Now","31.0"
"Rossa","Break It Up","31.0"
"Johan Söderqvist","Redemption","31.0"
"Tiziano Ferro","Epic","31.0"
"Dotan","Hungry","31.0"
"Måns Zelmerlöw","Primal","31.0"
"Ely Guerra","Peligro","31.0"
"Pete Murray","Take Me Down","31.0"
"Ralph","Cereal","31.0"
"Adriano Celentano","Basta","31.0"
"Kygo","First Time","31.0"
"William Shatner","Jingle Bells","31.0"
"Basia Bulat","Infamous","31.0"
"Nelly Furtado","Pipe Dreams","31.0"
"Apache","Tonight","31.0"
"Ludovico Einaudi","Mountain","31.0"
"Ludovico Einaudi","ABC","31.0"
"Lindstrøm","Drift","31.0"
"Lisa Gerrard","The Beginning","31.0"
"Rone","Everything","31.0"
"Feduk","You","31.0"
"Feduk","No","31.0"
"Ebi","Jane Javani","31.0"
"Coleman Hell","Run Wild","31.0"
"Róisín Murphy","Lip Service","31.0"
"Tomáš Dvořák","The Bottom","31.0"
"Drapht","All Love","31.0"
"Céline Dion","Falling Into You","31.0"
"Doctor Flake","Cinema","31.0"
"Rino Gaetano","Aida","31.0"
"Astrud Gilberto","Light My Fire","31.0"
"Stellardrone","Light Years","31.0"
"Макс Барских","Пьяная луна","31.0"
"Crush","Lovely","31.0"
"Nils Landgren","I Have a Dream","31.0"
"Milow","No No No","31.0"
"Cécile McLorin Salvant","One Step Ahead","31.0"
"L'Omy","Diosa","31.0"
"sleepmakeswaves","Made of Breath Only","31.0"
"Make Them Suffer","Midnight Run","31.0"
"Johnossi","On A Roll","31.0"
"Impending Doom","Burn","31.0"
"Witchery","True North","31.0"
"VIXX LR","Poison","31.0"
"INFINITE","Pray","31.0"
"The Sugarcubes","Deus","31.0"
"Beast","Highlight","31.0"
"The Movement","Blinded","31.0"
"The Movement","Retriever","31.0"
"Zero","Motion","31.0"
"Zero","Sold Out","31.0"
"Zero","No Love","31.0"
"The Corrs","SOS","31.0"
"Luna","Gin","31.0"
"Stars","Alone","31.0"
"Peace","Choose Love","31.0"
"Apink","Eyes","31.0"
"Yukon Blonde","Crazy","31.0"
"Beyond Creation","Algorythm","31.0"
"Heaven Shall Burn","They Shall Not Pass","31.0"
"NONONO","Ego","31.0"
"AOA","Help Me","31.0"
"The Upbeats","Erosion","31.0"
"Cloud 9+","Sasquatch","31.0"
"Equilibrium","Rise Again","31.0"
"Pompeya","The Call","31.0"
"Bag Raiders","Prelude","31.0"
"Nik & Jay","United","31.0"
"The Amazons","Stay With Me","31.0"
"Beatsteaks","Break Down","31.0"
"Nasty","Forgiveness","31.0"
"Obscura","Convergence","31.0"
"Europe","Pictures","31.0"
"Carach Angren","Charlie","31.0"
"Scarlet Pleasure","Inferno","31.0"
"Wiener Symphoniker","The Sound of Music","31.0"
"Fritz Kalkbrenner","Run","30.0"
"Azad","When I Grow Up","30.0"
"Tamia","Stay","30.0"
"Keny Arkana","Abracadabra","30.0"
"Deca","Threshold","30.0"
"Aṣa","Dead Again","30.0"
"Måns Zelmerlöw","Whistleblower","30.0"
"Wilfran Castillo","Enamorados","30.0"
"Karina","Basta","30.0"
"Oliver Koletzki","Carry On","30.0"
"Delta Goodrem","Xanadu","30.0"
"Nelly Furtado","Live","30.0"
"Rose Cousins","Chains","30.0"
"Loscil","Monument Builders","30.0"
"Gesaffelstein","Duel","30.0"
"Fredrika Stahl","Step by Step","30.0"
"Tim Minchin","Nobody Cares","30.0"
"Virtual Riot","Ephemera","30.0"
"Marina Kaye","Armour","30.0"
"Céline Dion","Think Twice","30.0"
"C418","Thunderbird","30.0"
"Susanne Sundfør","Undercover","30.0"
"Álvaro López","Enamorado","30.0"
"Abel Korzeniowski","Sacrifice","30.0"
"Ladyhawke","The River","30.0"
"Frida Sundemo","Islands","30.0"
"Crush","I Want You","30.0"
"Imelda May","Human","30.0"
"Imelda May","Bad Habit","30.0"
"Shogun","Skyfire","30.0"
"Thomas Dybdahl","Lifeline","30.0"
"Hindi Zahra","Dream","30.0"
"Hindi Zahra","Cabo Verde","30.0"
"Rokia Traoré","Strange Fruit","30.0"
"Manuel Mijares","Bella","30.0"
"Richard Bona","Eva","30.0"
"Dirk Maassen","Muse","30.0"
"Dirk Maassen","Nocturne","30.0"
"Andrea Faustini","Give a Little Love","30.0"
"Ivete Sangalo","Reprise","30.0"
"Bernhoft","Dreamweaver","30.0"
"Héctor Lavoe","Ausencia","30.0"
"Paul van Dyk","The Code","30.0"
"Royal Headache","Another World","30.0"
"The Black Seeds","Everybody Knows","30.0"
"Tesla Boy","U","30.0"
"The Tragically Hip","Machine","30.0"
"INFINITE","Wind","30.0"
"The Veronicas","Everything","30.0"
"Our Lady Peace","Missing Pieces","30.0"
"Caliban","Masquerade","30.0"
"The Whitest Boy Alive","Courage","30.0"
"Zero","Searching","30.0"
"Moonchild","Now and Then","30.0"
"Primal Fear","Eye of the Storm","30.0"
"Primal Fear","The Beast","30.0"
"Zugezogen Maskulin","Intro","30.0"
"Destroyer","In the Morning","30.0"
"The Dirty Nil","Super 8","30.0"
"Disperse","Bubbles","30.0"
"Lights & Motion","Perfect Symmetry","30.0"
"Crossfaith","Lost in You","30.0"
"MAN WITH A MISSION","Hey Now","30.0"
"Whitehorse","Blue Christmas","30.0"
"Highlight","The Beginning","30.0"
"Chill Bump","Fangs","30.0"
"Lucas & The Woods","Victoria","30.0"
"Any Given Day","Masquerade","30.0"
"Any Given Day","Farewell","30.0"
"Nação Zumbi","Ashes to Ashes","30.0"
"WhoMadeWho","I Don't Know","30.0"
"Scala & Kolacny Brothers","Heroes","30.0"
"Mando Diao","Brother","30.0"
"Seeed","Wonderful Life","30.0"
"Colour Haze","Magnolia","30.0"
"Jet","Look What You've Done","30.0"
"CNBLUE","Radio","30.0"
"Camp Cope","I've Got You","30.0"
"Kate Boy","Self Control","30.0"
"The Dead Daisies","Burn It Down","30.0"
"Deadset Society","Numb","30.0"
"Rotting Christ","The Four Horsemen","30.0"
"The Wanton Bishops","Come to Me","30.0"
"Scarlet Pleasure","Blow","30.0"
"Wiener Symphoniker","All by Myself","30.0"
"Miss Li","Pressure","29.0"
"Emilíana Torrini","Blood Red","29.0"
"Keny Arkana","Lejos","29.0"
"Kavinsky","Prelude","29.0"
"Kris Lawrence","Unbreak My Heart","29.0"
"Emma Louise","Mexico","29.0"
"ARTY","Shadow","29.0"
"Ralph","Dark Clouds","29.0"
"Zedd","Break Free","29.0"
"Zedd","Adrenaline","29.0"
"Charlotte Gainsbourg","Kate","29.0"
"Henrik Freischlader","Jumping at Shadows","29.0"
"Onra","Prelude","29.0"
"Lindstrøm","Spire","29.0"
"Kitty Kat","Karma","29.0"
"Chlara","True Colours","29.0"
"Chlara","Hotel California","29.0"
"JR","Soñando","29.0"
"Gideon","Cold","29.0"
"Filippa Giordano","Fantasy","29.0"
"Woodkid","Jump","29.0"
"Boogie Belgique","Taboo","29.0"
"Haring","Home","29.0"
"John Smith","Hummingbird","29.0"
"Frida Hyvönen","Kvinnor och barn","29.0"
"Yvonne Catterfeld","Was bleibt","29.0"
"Janieck Devy","So Low","29.0"
"Andy Shauf","Begin Again","29.0"
"Sol","Happiness","29.0"
"Astrud Gilberto","Dreamer","29.0"
"Stellardrone","In Time","29.0"
"Imelda May","Levitate","29.0"
"Daniel Merriweather","Red","29.0"
"Dirk Maassen","Spirit","29.0"
"Ivan Ave","Fast Forward","29.0"
"Stan Walker","Let's Get It On","29.0"
"Stan Walker","Signed, Sealed, Delivered","29.0"
"Jesper Munk","Stranger","29.0"
"Paul van Dyk","Vortex","29.0"
"Dada Life","Happiness","29.0"
"Unspoken","Follow Through","29.0"
"Make Them Suffer","Contact","29.0"
"Vaya Con Dios","Time Flies","29.0"
"The Dreadnoughts","Black and White","29.0"
"Alphaville","Enigma","29.0"
"Alphaville","Giants","29.0"
"Modern Day Babylon","Sleeper","29.0"
"I'm From Barcelona","Violins","29.0"
"Our Lady Peace","Falling into Place","29.0"
"Caliban","Delusion","29.0"
"The Whitest Boy Alive","Gravity","29.0"
"Fratelli Quintale","Pussy","29.0"
"Silverstein","Ghost","29.0"
"Twin Peaks","On the Line","29.0"
"Kid Wise","Red Light","29.0"
"Birds in Row","Morning","29.0"
"Zen","Sol","29.0"
"Camel Power Club","Orbit","29.0"
"Camel Power Club","Pale Blue Dot","29.0"
"The Weather Station","Thirty","29.0"
"Lights & Motion","Anamorphic","29.0"
"Alvvays","Already Gone","29.0"
"Lucybell","Indestructible","29.0"
"Hiatus","Father","29.0"
"The Ugly Kings","Promised Land","29.0"
"Kakkmaddafakka","Games","29.0"
"Lucas & The Woods","Solo","29.0"
"Horrorshow","Our Time","29.0"
"Looptroop Rockers","Motivation Music","29.0"
"Parasite Inc.","This World","29.0"
"Sandy & Papo","Solo","29.0"
"Kensington","Sorry","29.0"
"Kensington","Regret","29.0"
"Cloud 9+","Radio","29.0"
"Tame Impala","The Less I Know The Better","29.0"
"Equilibrium","Erwachen","29.0"
"TR/ST","Joyland","29.0"
"The Shoes","Submarine","29.0"
"Bag Raiders","Always","29.0"
"Hedley","Wild","29.0"
"Cueshé","Damage","29.0"
"10cm","Island","29.0"
"Beatsteaks","Fever","29.0"
"Poni Hoax","The Wild","29.0"
"Nasty","Rock Bottom","29.0"
"Born Ruffians","Miss You","29.0"
"Wiener Symphoniker","The Way We Were","29.0"
"Miss Li","Hurricane","28.0"
"Fritz Kalkbrenner","#3","28.0"
"Fritz Kalkbrenner","Burn","28.0"
"Stephen Marley","Intro","28.0"
"Stephen Marley","Prelude","28.0"
"Oliver Huntemann","Poltergeist","28.0"
"Vickeblanka","Lights Out","28.0"
"Christophe Beck","Prologue","28.0"
"Avicii","City Lights","28.0"
"K.Will","Melody","28.0"
"Isam B","Parachute","28.0"
"IAMX","Exit","28.0"
"IAMX","Big Man","28.0"
"Gui Boratto","Overload","28.0"
"Gui Boratto","Forgotten","28.0"
"Nelly Furtado","Magic","28.0"
"Alan Doyle","Bully Boys","28.0"
"Alejandro Filio","Red","28.0"
"Ingrid Olava","Africa","28.0"
"Chlara","Jealous","28.0"
"Feduk","Intro","28.0"
"Miss Kittin","Elevate","28.0"
"Ria Mae","Broken","28.0"
"Róisín Murphy","Mastermind","28.0"
"she","Automata","28.0"
"Filippa Giordano","True","28.0"
"Tommy Cash","Moloko","28.0"
"Bisa Kdei","Pocket","28.0"
"Alesso","Cool","28.0"
"Tomáš Dvořák","The Sea","28.0"
"Vangelis","Sunlight","28.0"
"Env","Destination","28.0"
"Xoel López","Primavera","28.0"
"Lena","Lifeline","28.0"
"Stellardrone","Ultra Deep Field","28.0"
"Mishka","3rd Eye Vision","28.0"
"Rick Springfield","Affair of the Heart","28.0"
"Daniel Norgren","The Green Stone","28.0"
"Patrick Watson","Resurrection","28.0"
"Patrick Watson","The Darkest Place","28.0"
"Z.TAO","Adore","28.0"
"L'Omy","Mucho Flow","28.0"
"Stan Walker","Endless Love","28.0"
"Jesper Munk","Solitary","28.0"
"Do","Nacht","28.0"
"Marek Hemmann","Purple","28.0"
"Royal Headache","Carolina","28.0"
"Problem","Selfish","28.0"
"Primordial","Exile Amongst the Ruins","28.0"
"The Guess Who","Haunted","28.0"
"Vaya Con Dios","Johnny","28.0"
"The Black Seeds","Better Days","28.0"
"Impending Doom","Unbroken","28.0"
"Elias","Scars","28.0"
"Ours Samplus","Beyond","28.0"
"Ours Samplus","Daily Routine","28.0"
"The Courtneys","Lost Boys","28.0"
"2 Unlimited","The Real Thing","28.0"
"Gorgoroth","Rage","28.0"
"Milky Chance","Stay","28.0"
"Planet of Zeus","Loyal to the Pack","28.0"
"The Movement","Home","28.0"
"Silverstein","Retrograde","28.0"
"Juniore","Ouh là là","28.0"
"Twin Peaks","Just Because","28.0"
"Eclipse","Killing Me","28.0"
"Birds in Row","Fossils","28.0"
"White Lung","Dead Weight","28.0"
"Luluc","Spring","28.0"
"Deez Nuts","Break Out","28.0"
"BLOW","Vertiges","28.0"
"Lights & Motion","Lucid Dreaming","28.0"
"Lights & Motion","Pandora","28.0"
"Alvvays","Hey","28.0"
"Big Scary","Organism","28.0"
"La Garfield","Brutal","28.0"
"múm","Slow Down","28.0"
"Finch","Play Dead","28.0"
"AOA","Feeling","28.0"
"VIXX","Circle","28.0"
"Kensington","Bridges","28.0"
"Kensington","Control","28.0"
"Tired Lion","Fresh","28.0"
"Truckfighters","Gehenna","28.0"
"Jet","Hold On","28.0"
"CNBLUE","Puzzle","28.0"
"Girls","Alex","28.0"
"Los Caminantes","Sombras","28.0"
"HIM","Beautiful","28.0"
"Deadset Society","Born Again","28.0"
"CUT_","Tactics","28.0"
"The Belle Game","Spirit","28.0"
"Dalida","Besame Mucho","27.0"
"Fog Lake","Monster","27.0"
"Fritz Kalkbrenner","#1","27.0"
"Bria Skonberg","Sway","27.0"
"Franck Pourcel","Unforgettable","27.0"
"Sitti","Tangled","27.0"
"Christophe Willem","Restart","27.0"
"Mr. Polska","Vibe","27.0"
"Blank Banshee","Hungry Ghost","27.0"
"Avicii","Touch Me","27.0"
"Ky-Mani Marley","Hey","27.0"
"Gui Boratto","The Phoenix","27.0"
"Abraham Mateo","Are You Ready?","27.0"
"Andy Hunter","Beauty","27.0"
"Zedd","Starving","27.0"
"Konoba","Love","27.0"
"Gábor Szabó","Fire Dance","27.0"
"Lisa Gerrard","Rite of Passage","27.0"
"Charlie Lim","Premonition","27.0"
"Loscil","Straw Dogs","27.0"
"Coleman Hell","Cold Feet","27.0"
"Coleman Hell","Witching Hour","27.0"
"Miss Kittin","Multiverse","27.0"
"Ria Mae","I'm on Fire","27.0"
"Christopher","Famous","27.0"
"Tim Minchin","Day Three","27.0"
"Tim Minchin","Overture","27.0"
"Jessy Lanza","Never Enough","27.0"
"Le Motel","La Jungle","27.0"
"Sertab Erener","Yavaş Yavaş","27.0"
"Kıraç","Hasret","27.0"
"Andy Gibb","Desire","27.0"
"Joni Mitchell","This Place","27.0"
"Lena","Galaxies","27.0"
"Thomas Bergersen","Prologue","27.0"
"Zoë Keating","Lost","27.0"
"Zoë Keating","Forest","27.0"
"Axel Rudi Pell","Wildest Dreams","27.0"
"Yemi Alade","You","27.0"
"Tingsek","Fool","27.0"
"Jerry Rivera","Suave","27.0"
"sleepmakeswaves","Tundra","27.0"
"Elsiane","Too Late","27.0"
"Graveyard","The Fox","27.0"
"Delerium","Zero","27.0"
"Shout Out Louds","Porcelain","27.0"
"Turisas","Piece by Piece","27.0"
"The Viceroys","Why","27.0"
"The Sugarcubes","Birthday","27.0"
"Jon and Roy","The Better Life","27.0"
"Modern Day Babylon","Timelapse","27.0"
"Austra","Gaia","27.0"
"Beast","Curious","27.0"
"Horisont","About Time","27.0"
"Alfred Hall","Something Real","27.0"
"The Teskey Brothers","Louisa","27.0"
"Gothminister","The Sun","27.0"
"Deez Nuts","Binge","27.0"
"The Haunted","Means to an End","27.0"
"Racoon","Bring It On","27.0"
"Club des Belugas","Let Me Go","27.0"
"Long Distance Calling","Weightless","27.0"
"Faber Drive","Too Little Too Late","27.0"
"Hiatus","Strays","27.0"
"Hiatus","Unscathed","27.0"
"Indios","Auto","27.0"
"Crazy Frog","Jump","27.0"
"Crazy Frog","No Limit","27.0"
"The Geek x Vrv","People","27.0"
"The Geek x Vrv","After","27.0"
"The Geek x Vrv","Get Up","27.0"
"Plastilina Mosh","Millionaire","27.0"
"Heaven Shall Burn","Agent Orange","27.0"
"Shapeshifter","Oculus","27.0"
"Xmal Deutschland","Matador","27.0"
"Fear, and Loathing in Las Vegas","Interlude","27.0"
"Oathbreaker","Immortals","27.0"
"Equilibrium","Sehnsucht","27.0"
"Stuck in the Sound","Survivor","27.0"
"TR/ST","Geryon","27.0"
"CNBLUE","In My Head","27.0"
"Varry Brava","Adiós","27.0"
"The Dead Daisies","Leave Me Alone","27.0"
"The Dead Daisies","Judgement Day","27.0"
"Lebanon Hanover","Petals","27.0"
"Cueshé","Still","27.0"
"Los Caminantes","Celebrando","27.0"
"Europe","Wolves","27.0"
"The Vines","Willow","27.0"
"The Vines","Broken Heart","27.0"
"Orchestra Baobab","Caravana","27.0"
"Fritz Kalkbrenner","Fall","26.0"
